Academic Item,Title,Version Number,Status,Owning Faculty,Academic Org,Display Name,Teaching Period,Attendance Mode,Location,Quota Number
MGMT2022,Foundations in Human Resources Law,2023.03,Approved,Macquarie Business School,Department of Management ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ABSX2020,Indigenous Pop Culture,2023.02,Approved,Faculty of Arts,Department of Indigenous Studies ,Session 1-ONL-FLX,Session 1,Online-flexible,,
ACCG7027,Current Issues in Accounting and Corporate Governance,2023.03,Approved,Macquarie Business School,Department of Accounting and Corporate Governance ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
FREN2210,C French Studies 5,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
CAUD8004,Clinical Practicum I,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MMBA8070,Managing People,2023.04,Approved,Macquarie Business School,Department of Management ,Term 1-F2F-INT-City,Term 1,In person-scheduled-intensive,City,40
MQBS7005,Research Communications in Business and Economics,2023.02,Approved,Macquarie Business School,Owned at Faculty level,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
COGS3020,Computational Neuroscience,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
EDUC3730,Literacy in a Multicultural Society,2023.03,Approved,Faculty of Arts,Macquarie School of Education,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
MHIS1002,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001",2023.01R,Approved,Faculty of Arts,Department of History and Archaeology,Session 2-ONL-FLX,Session 2,Online-flexible,,
SOCI1000,Introduction to Sociology: Understanding contemporary society ,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-ONL-FLX,Session 1,Online-flexible,,
WPHY1510,Engineering Physics,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
POIX3970, Global Environmental Politics,2023.02,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-ONL-FLX,Session 2,Online-flexible,,
SOCI8075,Policy Ideas in Focus: Framing Policy Problems,2023.02,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-ONL-FLX,Session 1,Online-flexible,,
COMP4000,Formal Methods,2023.03,Approved,Faculty of Science and Engineering,School of Computing,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MKTO8034,Marketing Technologies,2023.02,Approved,Macquarie Business School,Department of Marketing ,Term 3-ONL-S-DAY,Term 3,Online-scheduled-weekday,,
BIOL2230,Neurophysiology,2023.02,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-F2F-INF-North Ryde,Session 1,In person-scheduled-infrequent,North Ryde,
MQBS8020,Qualitative Research Approaches in Business and Economics,2023.01R,Approved,Macquarie Business School,Owned at Faculty level,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,20
SOCI3080,"Economic Futures: Work, Inequality and Power",2023.03,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-ONL-FLX,Session 2,Online-flexible,,
BIOL8990,Master of Research - Biology,2023.02,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-F2F-PLACE-On location,Session 1,In person-placement,On location,
CROA1210,C Croatian Studies 3,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
PSYU1102,Introduction to Psychology II,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
COMP8320,Information and Data Security,2023.01R,Approved,Faculty of Science and Engineering,School of Computing,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
GEOP2080,Planning and Development,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MQBS8060,Individual Research Project A,2023.01R,Approved,Macquarie Business School,Owned at Faculty level,To be determined,To be determined,,,
SPHL3312,Speech Perception and Hearing Science,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ACCG8227,CA -  Advanced Tax and Assurance,2023.05,Approved,Macquarie Business School,Department of Accounting and Corporate Governance ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
EDSX8301,Inclusive and Special Education ,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 1-ONL-FLX,Session 1,Online-flexible,,
POIR8040,Research Methods in International Relations,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-ONL-FLX,Session 1,Online-flexible,,
POIR1010,Australian Politics in Global Context,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-ONL-FLX,Session 1,Online-flexible,,
MEDI8990,Master of Research - Biomedical Science,2023.01,Approved,"Faculty of Medicine, Health and Human Sciences",Macquarie Medical School,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ELEC3042,Embedded Systems,2023.04,Approved,Faculty of Science and Engineering,School of Engineering,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MGMT2002,International Business Operations,2023.03,Approved,Macquarie Business School,Department of Management ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
POIR2580,Political Violence,2023.02,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
INTS2090,International Studies Intermediate In-Country Cultural Studies,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-PLACE-On location,Session 1,In person-placement,On location,
ELEC2040,Signals and Systems,2023.01R,Approved,Faculty of Science and Engineering,School of Engineering,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
STAT2173,Introduction to Probability,2023.02,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MQBS7010,Research Frontiers in Business and Economics,2023.03,Approved,Macquarie Business School,Owned at Faculty level,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
MTRN4062,Micro Electro Mechanical Systems (MEMS),2023.03,Approved,Faculty of Science and Engineering,School of Engineering,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
CIVL4091,Civil Engineering Research Thesis B,2023.03,Approved,Faculty of Science and Engineering,School of Engineering,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ACCG8141,Strategic Business Leader I,2023.03,Approved,Macquarie Business School,Department of Accounting and Corporate Governance ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
SLAS1020,I Spanish Studies 2,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-ONL-FLX,Session 2,Online-flexible,,
PSYO8973,Organisational Psychology Placement 3,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Full year 1-F2F-PLACE-On location,Full year 1,In person-placement,On location,
BMOL6231,Advanced Biochemistry and Cell Biology,2023.03,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PSYC8990,Clinical Psychology Research Proposal,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 2-F2F-INF-North Ryde,Session 2,In person-scheduled-infrequent,North Ryde,
APPL8001,TESOL Methodologies,2023.01,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
SOCI2070,Living Diversity: Understanding Racism & Co-existence today,2023.03,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PHIL2010,"Ethics, Business and Work",2023.02,Approved,Faculty of Arts,Department of Philosophy ,Session 1-ONL-FLX,Session 1,Online-flexible,,
CHIR8601,Clinic Internship 1,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Chiropractic,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MMCC1045,The Creative Musician,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ECHE2180,Child Development in the Preschool and Primary School Years,2023.03,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-INF-North Ryde,Session 1,In person-scheduled-infrequent,North Ryde,
ENGL8017,"Writing the Past, Building New Worlds",2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
